Epoch,Test Accuracy (%),Validation Accuracy (%),Training Accuracy (%),Absolute Variance,Time per Step (ms/step)
42,92.20158538818359,93.38525390625,95.73747080477183,1.1836685180664053,1032.964184553763
43,92.20158538818359,93.46894836425781,95.72792494398131,1.2673629760742156,1035.7527001503786
44,92.20158538818359,93.99588012695312,95.64696277391938,1.7942947387695307,1033.911182732043
45,92.20158538818359,92.44815063476562,95.77482130863892,0.24656524658203116,1036.1442854276986
46,92.20158538818359,93.85302734375,95.57815057641281,1.6514419555664017,1036.6455806544955
47,92.20158538818359,93.63111877441406,95.7555113522567,1.4295333862304638,1041.0896817599337
48,92.20158538818359,94.17410278320312,95.85527053868303,1.9725173950195352,1033.2032064927657
49,92.20158538818359,92.56263732910156,95.854828774975,0.3610519409179669,1024.9546991953403
50,92.20158538818359,93.3751220703125,95.85587347849756,1.1735366821289062,1025.351298367319
51,92.20158538818359,93.73765563964844,95.76771720703879,1.5360702514648494,1026.202477247019
52,92.20158538818359,94.07101440429688,95.89701044439994,1.8694290161132776,1029.9441420540907
53,92.20158538818359,94.22056579589844,95.90362278240501,2.018980407714843,1037.7123843777294
54,92.20158538818359,94.34405517578125,95.99125611386854,2.142469787597656,1024.1940625397183
55,92.20158538818359,93.72689819335938,95.972002627947,1.5253128051757825,1025.899651800719
56,92.20158538818359,94.09739685058594,96.12075993898932,1.8958114624023414,1032.7124744000714
57,92.20158538818359,89.77920532226562,95.88585988135179,2.422380065917973,1037.6067189769094
58,92.20158538818359,93.31068420410156,95.72657141762691,1.1090988159179638,1037.0064193381227
59,92.20158538818359,93.534912109375,96.01364253388981,1.333326721191408,1028.8635296951147
60,92.20158538818359,93.53553771972656,96.16290278497253,1.3339523315429647,1037.8045347257207
61,92.20158538818359,93.86793518066406,96.2743801802236,1.6663497924804704,1039.9325019324901
62,92.20158538818359,93.75128173828125,96.0437912893185,1.5496963500976513,1027.2686479386273
63,92.20158538818359,93.75784301757812,96.19186624896095,1.5562576293945307,1036.705378374439
64,92.20158538818359,93.38601684570312,96.10629055990839,1.1844314575195303,1038.5621147757554
65,92.20158538818359,94.28691101074219,96.06982475992525,2.085325622558598,1024.9576711738246
66,92.20158538818359,91.49528503417969,96.03572542518492,0.7063003540039081,1041.767444974179
67,92.20158538818359,92.64076232910156,95.88140283259595,0.43917694091797355,1032.109458440234
68,92.20158538818359,94.222900390625,95.9443479845316,2.021315002441404,1036.892699317698
69,92.20158538818359,94.38340759277344,96.28960073407833,2.181822204589845,1042.2683176923279
70,92.20158538818359,93.88130187988281,96.4284710086302,1.6797164916992235,1027.894893306896
71,92.20158538818359,93.82563781738281,96.43484393541134,1.6240524291992187,1041.4669614001182
72,92.20158538818359,93.61175537109375,96.36589114998705,1.4101699829101588,1035.9027731533536
73,92.20158538818359,94.04182434082031,96.16839336080558,1.840238952636719,1041.5465079515675
74,92.20158538818359,93.69534301757812,96.13300873485086,1.493757629394532,1039.7050561453564
75,92.20158538818359,93.31475830078125,96.10217821625626,1.1131729125976597,1039.5887579236712
76,92.20158538818359,94.16946411132812,96.08777530761343,1.9678787231445338,1042.2635863059243
77,92.20158538818359,93.03518676757812,96.45591918192373,0.8336013793945329,1039.489646108395
78,92.20158538818359,93.97239685058594,96.35547411469376,1.770811462402344,1041.34254764821
79,92.20158538818359,94.3974609375,96.5076737709016,2.195875549316406,1034.5878537342696
80,92.20158538818359,92.83949279785156,96.44825449335455,0.6379074096679704,1042.5899868780432
81,92.20158538818359,93.90318298339844,96.31707126026257,1.7015975952148432,1039.6057250309575
82,92.20158538818359,94.08897399902344,96.31286421094202,1.8873886108398463,1033.35503242603
83,92.20158538818359,93.92013549804688,96.48290735625632,1.7185501098632816,1042.884546554893
84,92.20158538818359,93.37928771972656,96.47101385370989,1.1777023315429735,1044.4770285583818
85,92.20158538818359,93.90496826171875,96.28047310763722,1.703382873535153,1042.0770067378787
86,92.20158538818359,93.19894409179688,96.5460595665478,0.9973587036132825,1043.7638758568257
87,92.20158538818359,93.95756530761719,96.54288133843274,1.7559799194335923,1042.338843412508
88,92.20158538818359,94.24661254882812,96.53827311354779,2.0450271606445303,1037.6288791584614
89,92.20158538818359,92.61505126953125,96.61532999831341,0.41346588134765216,1042.7303872120997
90,92.20158538818359,93.69218444824219,96.28722897472984,1.490599060058595,1029.765330731712
91,92.20158538818359,92.51425170898438,96.5084931808154,0.3126663208007807,1049.6762939757364
92,92.20158538818359,94.16923522949219,96.31588302765246,1.967649841308594,1034.572322571309
93,92.20158538818359,93.87080383300781,96.58962182108954,1.6692184448242164,1030.5135029643172
94,92.20158538818359,93.596923828125,96.7264144532756,1.395338439941407,1038.184491194308
95,92.20158538818359,92.99467468261719,95.52164952756813,0.793089294433591,1041.2748564135914
96,92.20158538818359,93.31932067871094,96.23354674304736,1.117735290527344,1032.1062351923883
97,92.20158538818359,93.9022216796875,96.40295930155075,1.7006362915039097,1032.4809857359276
98,92.20158538818359,94.3284912109375,96.55821836261264,2.1269058227539106,1042.3134814010807
99,92.20158538818359,93.98141479492188,96.66874634824354,1.779829406738287,1044.415652072816
100,92.20158538818359,94.19688415527344,96.62965996594454,1.995298767089848,1031.2670680329427
